ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
159102.SZ,港股通生物科技ETF,华安基金,华泰证券,股票型,20250905,,20250916,20250901,,9.1762,0.5,0.1,,1.0,0.1,,恒生生物科技指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20250916,20250916,E
563230.SH,卫星ETF,富国基金,中信建投证券,股票型,20250904,,20250917,20250826,,3.0924,0.5,0.1,,1.0,0.1,,中证卫星产业指数收益率,L,被动指数型,契约型开放式,,20250917,20250917,E
159299.SZ,金融科技ETF易方达,易方达基金,交通银行,股票型,20250903,,20250911,20250825,,5.7847,0.5,0.1,,1.0,0.1,,中证金融科技主题指数收益率,L,被动指数型,契约型开放式,,20250911,20250911,E
159289.SZ,创业板综指ETF鹏华,鹏华基金,国金证券,股票型,20250903,,20250915,20250825,,4.289,0.15,0.05,,1.0,0.1,,创业板综合指数收益率,L,被动指数型,契约型开放式,,20250915,20250915,E
159298.SZ,创业板50ETF大成,大成基金,中国工商银行,股票型,20250829,,20250908,20250815,,3.0028,0.15,0.05,,1.0,0.1,,创业板50指数收益率,L,被动指数型,契约型开放式,,20250908,20250908,E
159103.SZ,金融科技ETF汇添富,汇添富基金,中信建投证券,股票型,20250829,,20250910,20250820,,4.9541,0.5,0.1,,1.0,0.1,,中证金融科技主题指数收益率,L,被动指数型,契约型开放式,,20250910,20250910,E
561680.SH,中证A500红利低波ETF,平安基金,中国建设银行,股票型,20250827,,20250905,20250811,,8.0317,0.5,0.1,,1.0,0.1,,中证A500红利低波动指数收益率,L,被动指数型,契约型开放式,,20250905,20250905,E
589820.SH,科创200ETF建信,建信基金,浦发银行,股票型,20250827,,20250915,20250811,,2.4672,0.15,0.05,,1.0,0.1,,上证科创板200指数收益率,L,被动指数型,契约型开放式,,20250915,20250915,E
159296.SZ,A500红利低波ETF,华宝基金,中国建设银行,股票型,20250827,,20250904,20250818,,2.8704,0.5,0.1,,1.0,0.1,,中证A500红利低波动指数收益率,L,被动指数型,契约型开放式,,20250904,20250904,E
588550.SH,科创综指增强ETF易方达,易方达基金,平安银行,股票型,20250827,,20250912,20250818,,6.7529,0.5,0.1,,1.0,0.1,,上证科创板综合指数收益率,L,增强指数型,契约型开放式,,20250912,20250912,E
508082.SH,中金唯品会奥莱REIT,中金基金,中国建设银行,REITs,20250827,,20250912,20250820,,10.0,0.22,0.01,26.0,1.0,0.1,,,L,,契约型封闭式,,,,E
589020.SH,科创半导体ETF鹏华,鹏华基金,中信建投证券,股票型,20250827,,20250904,20250818,,2.5422,0.5,0.1,,1.0,0.1,,上证科创板半导体材料设备主题指数收益率,L,被动指数型,契约型开放式,,20250904,20250904,E
159101.SZ,港股通科技ETF基金,华夏基金,中信银行,股票型,20250826,,20250903,20250818,,14.7831,0.5,0.1,,1.0,0.1,,经估值汇率调整后的国证港股通科技指数收益率,L,被动指数型,契约型开放式,,20250903,20250903,E
589560.SH,科创人工智能ETF汇添富,汇添富基金,国泰海通,股票型,20250825,,20250905,20250819,,10.8936,0.5,0.1,,1.0,0.1,,上证科创板人工智能指数收益率,L,被动指数型,契约型开放式,,20250905,20250905,E
563320.SH,通用航空ETF,华泰柏瑞基金,国信证券,股票型,20250825,,20250903,20250813,,9.0589,0.5,0.1,,1.0,0.1,,中证通用航空主题指数收益率,L,被动指数型,契约型开放式,,20250903,20250903,E
560770.SH,机器人指数ETF,招商基金,中国工商银行,股票型,20250821,,20250901,20250818,,8.7013,0.5,0.1,,1.0,0.1,,中证机器人指数收益率,L,被动指数型,契约型开放式,,20250901,20250901,E
159291.SZ,创业板综增强ETF招商,招商基金,兴业银行,股票型,20250820,,20250901,20250804,,3.2546,0.8,0.1,,1.0,0.1,,创业板综合指数收益率,L,增强指数型,契约型开放式,,20250901,20250901,E
159259.SZ,成长ETF易方达,易方达基金,中信证券,股票型,20250820,,20250828,20250811,,17.717,0.5,0.1,,1.0,0.1,,国证成长100指数收益率,L,被动指数型,契约型开放式,,20250828,20250828,E
530530.SH,上证580ETF华夏,华夏基金,中国工商银行,股票型,20250820,,20250829,20250806,,3.6846,0.15,0.05,,1.0,0.1,,上证580指数收益率,L,被动指数型,契约型开放式,,20250829,20250829,E
588690.SH,科创指数增强ETF,银华基金,国泰海通,股票型,20250820,,20250829,20250811,,12.1164,0.5,0.1,,1.0,0.1,,上证科创板综合指数收益率,L,增强指数型,契约型开放式,,20250829,20250829,E
159500.SZ,500ETF,富国基金,国信证券,股票型,20250820,,20250829,20250801,,5.7174,0.15,0.05,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20250829,20250829,E
159281.SZ,港股通央企红利ETF天弘,天弘基金,交通银行,股票型,20250820,,20250902,20250806,,3.4323,0.5,0.1,,1.0,0.1,,中证港股通央企红利指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20250902,20250902,E
159292.SZ,创业板综增强ETF华宝,华宝基金,兴业银行,股票型,20250820,,20250902,20250806,,5.1419,0.5,0.1,,1.0,0.1,,创业板综合指数收益率,L,增强指数型,契约型开放式,,20250902,20250902,E
159286.SZ,港股创新药ETF鹏华,鹏华基金,兴业证券,股票型,20250820,,20250902,20250811,,7.0779,0.5,0.1,,1.0,0.1,,国证港股通创新药指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20250902,20250902,E
159287.SZ,创业板综ETF博时,博时基金,中国工商银行,股票型,20250815,,20250827,20250804,,4.2157,0.15,0.05,,1.0,0.1,,创业板综合指数收益率,L,被动指数型,契约型开放式,,20250827,20250827,E
520840.SH,港股通恒生科技ETF,华安基金,中泰证券,股票型,20250814,,20250825,20250728,,14.5305,0.5,0.1,,1.0,0.1,,恒生港股通科技主题指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20250825,20250825,E
159369.SZ,创业板50ETF易方达,易方达基金,交通银行,股票型,20250813,,20250821,20250526,,2.8475,0.15,0.05,,1.0,0.1,,创业板50指数收益率,L,被动指数型,契约型开放式,,20250821,20250821,E
159283.SZ,通用航空ETF南方,南方基金,国投证券,股票型,20250813,,20250821,20250730,,2.4844,0.15,0.05,,1.0,0.1,,中证通用航空主题指数收益率,L,被动指数型,契约型开放式,,20250821,20250821,E
589090.SH,科创AIETF鹏华,鹏华基金,广发证券,股票型,20250813,,20250827,20250801,,8.0693,0.5,0.1,,1.0,0.1,,上证科创板人工智能指数收益率,L,被动指数型,契约型开放式,,20250827,20250827,E
520620.SH,港股通消费ETF,嘉实基金,中国银行,股票型,20250811,,20250819,20250728,,2.2141,0.5,0.1,,1.0,0.1,,经估值汇率调整后的恒生消费指数收益率,L,被动指数型,契约型开放式,,20250819,20250819,E
512370.SH,A500增强ETF华夏,华夏基金,中国建设银行,股票型,20250806,,20250818,20250721,,4.4031,0.5,0.1,,1.0,0.1,,中证A500指数收益率,L,增强指数型,契约型开放式,,20250818,20250818,E
159280.SZ,港股通互联网ETF汇添富,汇添富基金,中国建设银行,股票型,20250806,,20250818,20250723,,2.7372,0.4,0.1,,1.0,0.1,,国证港股通互联网指数收益率(经估值汇率调整后),L,被动指数型,契约型开放式,,20250818,20250818,E
563620.SH,自由现金流全指ETF,兴业基金,财通证券,股票型,20250806,,20250820,20250721,,3.5505,0.15,0.05,,1.0,0.1,,中证全指自由现金流指数收益率,L,被动指数型,契约型开放式,,20250820,20250820,E
159277.SZ,港股通红利ETF富国,富国基金,广发证券,股票型,20250805,,20250814,20250717,,2.4156,0.3,0.1,,1.0,0.1,,中证港股通高股息投资指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20250814,20250814,E
520670.SH,港股通科技ETF嘉实,嘉实基金,广发证券,股票型,20250804,,20250819,20250728,,2.4793,0.3,0.1,,1.0,0.1,,经估值汇率调整后的恒生港股通科技主题指数收益率,L,被动指数型,契约型开放式,,20250819,20250819,E
589850.SH,科创50ETF东财,东财基金,北京银行,股票型,20250801,,20250811,20250718,,7.5406,0.15,0.05,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20250811,20250811,E
159271.SZ,恒生指数ETF,鹏华基金,中国工商银行,股票型,20250730,,20250811,20250717,,2.4939,0.5,0.1,,1.0,0.1,,恒生指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20250811,20250811,E
520970.SH,港股通创新药ETF嘉实,嘉实基金,中国建设银行,股票型,20250730,,20250807,20250714,,8.9036,0.5,0.1,,1.0,0.1,,中证港股通创新药指数收益率(经估值汇率调整后),L,被动指数型,契约型开放式,,20250807,20250807,E
159278.SZ,机器人ETF鹏华,鹏华基金,国投证券,股票型,20250730,,20250812,20250721,,3.8855,0.5,0.1,,1.0,0.1,,国证机器人产业指数收益率,L,被动指数型,契约型开放式,,20250812,20250812,E
589050.SH,科创综指ETF兴业,兴业基金,中国邮政储蓄银行,股票型,20250730,,20250818,20250707,,2.1897,0.15,0.05,,1.0,0.1,,上证科创板综合价格指数收益率,L,被动指数型,契约型开放式,,20250818,20250818,E
159273.SZ,云计算ETF汇添富,汇添富基金,招商银行,股票型,20250728,,20250806,20250714,,3.6178,0.5,0.1,,1.0,0.1,,中证沪港深云计算产业指数收益率,L,被动指数型,契约型开放式,,20250806,20250806,E
512030.SH,中证A50增强ETF易方达,易方达基金,招商银行,股票型,20250728,,20250813,20250616,,2.2224,0.8,0.1,,1.0,0.1,,中证A50指数收益率,L,增强指数型,契约型开放式,,20250813,20250813,E
520510.SH,港股通医疗ETF,华夏基金,国信证券,股票型,20250728,,20250807,20250704,,5.0773,0.5,0.1,,1.0,0.1,,中证港股通医疗主题指数收益率(经估值汇率调整后),L,被动指数型,契约型开放式,,20250807,20250807,E
159255.SZ,通用航空ETF易方达,易方达基金,兴业证券,股票型,20250725,,20250804,20250721,,5.9134,0.5,0.1,,1.0,0.1,,国证通用航空产业指数收益率,L,被动指数型,契约型开放式,,20250804,20250804,E
159258.SZ,机器人ETF南方,南方基金,平安银行,股票型,20250724,,20250801,20250711,,3.7027,0.5,0.1,,1.0,0.1,,中证机器人指数收益率,L,被动指数型,契约型开放式,,20250801,20250801,E
159256.SZ,创业板软件ETF华夏,华夏基金,中信建投证券,股票型,20250724,,20250804,20250707,,2.5418,0.5,0.1,,1.0,0.1,,创业板软件指数收益率,L,被动指数型,契约型开放式,,20250804,20250804,E
589200.SH,科创200ETF工银,工银瑞信基金,中信证券,股票型,20250723,,20250808,20250707,,6.1651,0.15,0.05,,1.0,0.1,,上证科创板200指数收益率,L,被动指数型,契约型开放式,,20250808,20250808,E
520690.SH,港股创新药ETF博时,博时基金,华泰证券,股票型,20250723,,20250801,20250714,,3.2745,0.5,0.1,,1.0,0.1,,恒生港股通创新药精选指数收益率(经估值汇率调整后),L,被动指数型,契约型开放式,,20250801,20250801,E
589720.SH,科创创新药ETF国泰,国泰基金,国泰海通,股票型,20250723,,20250801,20250714,,6.6382,0.5,0.1,,1.0,0.1,,上证科创板创新药指数收益率,L,被动指数型,契约型开放式,,20250801,20250801,E
588980.SH,科创100ETF广发,广发基金,招商银行,股票型,20250723,,20250801,20250430,,3.0192,0.5,0.1,,1.0,0.1,,上证科创板100指数收益率,L,被动指数型,契约型开放式,,20250801,20250801,E
560120.SH,现金流500ETF,华夏基金,交通银行,股票型,20250723,,20250805,20250716,,3.8669,0.5,0.1,,1.0,0.1,,中证500自由现金流指数收益率,L,被动指数型,契约型开放式,,20250805,20250805,E
159266.SZ,港股通央企红利ETF,永赢基金,交通银行,股票型,20250723,,20250801,20250707,,3.7171,0.5,0.1,,1.0,0.1,,中证港股通央企红利指数收益率(按照估值汇率折算),L,被动指数型,契约型开放式,,20250801,20250801,E
159267.SZ,航天ETF,华安基金,国投证券,股票型,20250721,,20250801,20250707,,3.3651,0.5,0.1,,1.0,0.1,,国证航天航空行业指数收益率,L,被动指数型,契约型开放式,,20250801,20250801,E
180901.SZ,南方润泽科技数据中心REIT,南方基金,招商银行,REITs,20250718,,20250808,20250714,,10.0,0.2,0.01,50.0,1.0,0.1,,,L,,契约型封闭式,,,,E
508060.SH,南方万国数据中心REIT,南方基金,招商银行,REITs,20250718,,20250808,20250714,,8.0,0.2,0.01,38.0,1.0,0.1,,,L,,契约型封闭式,,,,E
159276.SZ,现金流ETF汇添富,汇添富基金,交通银行,股票型,20250717,,20250728,20250707,,3.477,0.5,0.1,,1.0,0.1,,国证自由现金流指数收益率,L,被动指数型,契约型开放式,,20250728,20250728,E
562870.SH,证券ETF嘉实,嘉实基金,招商银行,股票型,20250717,,20250725,20250630,,2.8651,0.15,0.1,,1.0,0.1,,中证全指证券公司指数收益率,L,被动指数型,契约型开放式,,20250725,20250725,E
159270.SZ,创业板200ETF南方,南方基金,招商银行,股票型,20250716,,20250724,20250701,,7.9876,0.15,0.05,,1.0,0.1,,创业板中盘200指数收益率,L,被动指数型,契约型开放式,,20250724,20250724,E
159257.SZ,航空ETF基金,汇添富基金,中信建投证券,股票型,20250716,,20250728,20250701,,3.1642,0.5,0.1,,1.0,0.1,,国证通用航空产业指数收益率,L,被动指数型,契约型开放式,,20250728,20250728,E
589550.SH,科创价值ETF华夏,华夏基金,国金证券,股票型,20250716,,20250728,20250630,,2.298,0.5,0.1,,1.0,0.1,,上证智选科创板价值50策略指数收益率,L,被动指数型,契约型开放式,,20250728,20250728,E
588920.SH,科创芯片ETF指数,鹏华基金,国泰海通,股票型,20250716,,20250728,20250707,,5.0844,0.5,0.1,,1.0,0.1,,上证科创板芯片指数收益率,L,被动指数型,契约型开放式,,20250728,20250728,E
520860.SH,港股通科技ETF富国,富国基金,中信证券,股票型,20250716,,20250725,20250701,,11.192,0.5,0.1,,1.0,0.1,,中证港股通科技指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20250725,20250725,E
159242.SZ,创业板人工智能ETF大成,大成基金,华泰证券,股票型,20250716,,20250724,20250701,,4.0428,0.5,0.1,,1.0,0.1,,创业板人工智能指数收益率,L,被动指数型,契约型开放式,,20250724,20250724,E
563580.SH,自由现金流ETF800,万家基金,中国农业银行,股票型,20250716,,20250725,20250701,,6.4165,0.5,0.1,,1.0,0.1,,中证800自由现金流指数收益率,L,被动指数型,契约型开放式,,20250725,20250725,E
159251.SZ,港股科技ETF基金,万家基金,国投证券,股票型,20250714,,20250724,20250609,,4.9779,0.5,0.1,,1.0,0.1,,国证港股通科技指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20250724,20250724,E
508039.SH,创金合信首农REIT,创金合信基金,北京银行,REITs,20250714,,20250725,20250707,,10.0,0.2,0.01,16.0,1.0,0.1,,,L,,契约型封闭式,,,,E
508016.SH,华夏华电清洁能源REIT,华夏基金,招商银行,REITs,20250714,,20250801,20250707,,5.0,0.2,0.01,21.0,1.0,0.1,,,L,,契约型封闭式,,,,E
159400.SZ,科创债ETF景顺,景顺长城基金,兴业银行,债券型,20250710,,20250717,20250707,,22.9974,0.15,0.05,,100.0,0.1,,深证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250717,20250717,E
511120.SH,科创债ETF广发,广发基金,国金证券,债券型,20250710,,20250717,20250707,,29.6806,0.15,0.05,,100.0,0.1,,上证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250717,20250717,E
551500.SH,科创债ETF易方达,易方达基金,兴业银行,债券型,20250710,,20250717,20250707,,28.22,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250717,20250717,E
159248.SZ,人工智能ETF基金,万家基金,浙商证券,股票型,20250710,,20250724,20250626,,3.211,0.5,0.1,,1.0,0.1,,中证人工智能主题指数收益率,L,被动指数型,契约型开放式,,20250724,20250724,E
551030.SH,科创债ETF鹏华,鹏华基金,中信证券,债券型,20250710,,20250717,20250707,,29.94,0.15,0.05,,100.0,0.1,,上证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250717,20250717,E
551000.SH,科创债ETF博时,博时基金,中信银行,债券型,20250710,,20250717,20250707,,30.0003,0.15,0.05,,100.0,0.1,,上证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250717,20250717,E
551900.SH,科创债ETF招商,招商基金,兴业银行,债券型,20250710,,20250717,20250707,,29.9117,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250717,20250717,E
159600.SZ,科创债ETF嘉实,嘉实基金,兴业银行,债券型,20250710,,20250717,20250707,,29.5889,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250717,20250717,E
159200.SZ,科创债ETF富国,富国基金,中信证券,债券型,20250710,,20250717,20250707,,30.0,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250717,20250717,E
551550.SH,科创债ETF华夏,华夏基金,招商银行,债券型,20250710,,20250717,20250707,,29.6082,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250717,20250717,E
159700.SZ,科创债ETF南方,南方基金,兴业银行,债券型,20250710,,20250717,20250707,,29.9291,0.15,0.05,,100.0,0.1,,中证AAA科技创新公司债指数收益率,L,被动指数型,契约型开放式,,20250717,20250717,E
